0,345468.283,476380.383,12.79528368,249.25
1,345468.783,476378.383,12.87425119,249.25
2,345468.783,476375.383,12.72199653,143.5
3,345469.783,476359.883,11.73085011,275.25
4,345470.283,476376.883,12.88630928,143.5
5,345470.283,476347.383,12.1159294,375.75
6,345473.283,476375.383,13.10442216,226.75
7,345474.283,476360.383,11.61023937,94.5
8,345474.783,476377.383,13.03095725,226.75
9,345475.783,476347.383,13.50522809,57.25
10,345477.283,476349.383,12.52671933,13.5
11,345478.283,476346.383,13.3791128,47.5
12,345479.783,476349.383,12.7142065,64.75
13,345486.283,476366.383,13.94527646,420.5
14,345487.283,476341.883,10.59584029,138
15,345488.283,476365.883,13.35541645,115
16,345488.783,476336.883,6.122122044,3
17,345491.283,476334.883,7.191484933,22
18,345493.783,476335.883,6.435030197,55.5
19,345494.283,476343.383,6.185492585,21.25
20,345494.783,476332.883,7.08129437,55.5
21,345499.783,476343.383,5.401707631,18.75
22,345499.783,476331.383,7.251902038,10.75
23,345503.283,476355.883,11.78517016,236
24,345507.283,476356.883,11.45618753,62.25
25,345507.283,476333.883,11.58321219,78.5
26,345507.283,476328.883,10.06259001,1658.75
27,345508.283,476353.383,11.16521052,139.25
28,345508.783,476335.883,10.987077,971.5
29,345510.783,476333.383,10.46765917,971.5
30,345512.283,476344.883,4.732971999,7
31,345513.783,476330.883,9.598492358,971.5
32,345514.783,476480.383,2.093288493,73
33,345516.783,476329.383,8.657176052,11.25
34,345517.283,476347.383,6.939385308,10
35,345518.283,476347.883,6.846607244,3.75
36,345519.283,476477.383,2.062260362,88.75
37,345520.283,476340.883,6.211197561,10
38,345520.283,476330.383,6.925243869,101.5
39,345522.783,476353.883,12.37746621,138
40,345523.283,476346.383,9.462124019,36.75
41,345523.283,476323.383,5.673037977,671.25
42,345523.783,476328.883,6.005797056,101.5
43,345525.783,476354.383,11.79092221,96.75
44,345525.783,476348.383,10.52564665,64.75
45,345529.283,476349.883,10.56619649,50.5
46,345534.283,476357.383,12.43865967,70.5
47,345534.783,476466.883,2.549867491,62.5
48,345536.283,476352.883,11.84693759,203.25
49,345536.783,476358.883,10.71262497,150.25
50,345540.283,476356.383,12.62960358,150.25
51,345545.783,476358.883,11.9928278,85.25
52,345549.283,476363.383,11.57133838,223.5
53,345552.283,476325.883,2.207939159,62.75
54,345554.783,476359.883,8.536699597,28
55,345556.783,476368.883,7.329770285,21.25
56,345559.783,476360.883,9.979029644,135
57,345559.783,476320.383,5.85052104,1636.25
58,345561.283,476326.883,8.470065858,1636.25
59,345561.783,476374.383,8.340835451,14.5
60,345562.283,476327.883,8.525731168,1636.25
61,345563.283,476377.383,9.161031033,203.25
62,345563.283,476370.883,9.334178649,65.25
63,345564.783,476355.883,2.587679934,51.75
64,345565.783,476373.383,8.708802698,19.25
65,345566.783,476358.883,2.231554906,3
66,345567.283,476376.383,8.415996978,17
67,345567.783,476374.383,9.270073621,9.5
68,345568.783,476380.383,8.90156978,64.75
69,345568.783,476326.383,7.828058591,28.25
70,345569.783,476381.383,8.70654255,64.75
71,345570.783,476386.883,8.531010256,38.75
72,345573.783,476391.883,10.25778807,87
73,345573.783,476342.383,9.055720887,190.5
74,345574.283,476324.883,9.270070149,5.75
75,345575.783,476366.383,6.759001427,129.25
76,345576.283,476325.883,10.70289536,428.75
77,345576.783,476398.883,12.74942825,422.75
78,345576.783,476351.383,8.181628976,70
79,345577.783,476369.383,7.46545513,129.25
80,345578.283,476438.383,2.04196981,52.5
81,345579.283,476371.383,6.629216784,11.25
82,345580.783,476350.383,6.92206425,77
83,345582.283,476355.383,10.60367847,68.75
84,345583.283,476409.383,5.529119392,63.25
85,345583.283,476407.383,6.505568624,12
86,345583.283,476380.383,8.85063819,102.25
87,345583.283,476367.883,10.16599546,53.75
88,345584.783,476382.383,10.48038974,102.25
89,345584.783,476320.883,10.55153165,42.75
90,345585.283,476316.883,7.01573172,40
91,345585.783,476368.383,9.868855875,53.75
92,345586.283,476415.383,4.707853231,86
93,345586.783,476377.883,8.842635118,10.75
94,345586.783,476362.883,8.990104898,96.25
95,345587.283,476382.883,11.26185757,70.5
96,345587.283,476372.383,9.941419608,13.5
97,345587.783,476363.883,9.879613364,96.25
98,345588.283,476368.883,10.00637309,78
99,345588.783,476416.883,4.072715414,21.75
100,345589.283,476421.383,6.200147368,69.25
101,345589.283,476389.883,7.18603437,28
102,345589.283,476371.383,10.12444293,87.75
103,345590.783,476426.883,6.295863152,66.75
104,345591.283,476327.883,9.709084071,106.5
105,345591.783,476388.883,6.785439639,12
106,345592.783,476392.383,6.157039134,4.5
107,345592.783,476384.883,6.694459518,32
108,345592.783,476326.383,10.21206679,58.5
109,345593.283,476428.883,6.043456873,84.75
110,345593.283,476399.883,6.181432854,28.75
111,345593.283,476393.383,6.150434454,3.25
112,345593.783,476328.383,10.31313217,28.5
113,345594.283,476433.883,3.42400134,84.75
114,345595.283,476429.383,6.31608486,26.25
115,345595.283,476391.883,5.922924736,50.25
116,345595.783,476459.383,2.129052891,105.5
117,345596.283,476395.383,6.738415006,50.25
118,345597.783,476333.383,7.129837813,59
119,345597.783,476314.883,3.159373071,2612.75
120,345598.283,476318.383,3.400021896,39.25
121,345598.783,476410.883,5.539911351,221.25
122,345598.783,476403.883,6.783363462,173
123,345598.783,476317.883,3.198916507,39.25
124,345599.283,476337.383,8.259074083,138.75
125,345599.283,476312.883,3.143524752,43.75
126,345601.283,476335.883,6.935768282,18
127,345602.283,476472.883,2.82970978,15
128,345602.283,476400.383,9.581027764,45.5
129,345603.283,476493.883,2.019089046,84.75
130,345603.283,476470.883,3.167998852,30.25
